"BinNo","MemberName"
"483674","KUVEYT TÜRK KATILIM BANKASI"
"533207","POSTA VE TELGRAF TEŞKİLATI"
"537608","POSTA VE TELGRAF TEŞKİLATI"
"671200","POSTA VE TELGRAF TEŞKİLATI"
"979249","POSTA VE TELGRAF TEŞKİLATI"
"979254","POSTA VE TELGRAF TEŞKİLATI"
"979257","TÜRK ELEKRONİK PARA"
"650456","İŞ BANKASI"
"460952","T.C.ZİRAAT BANKASI"
"434913","POSTA VE TELGRAF TEŞKİLATI"
"434914","POSTA VE TELGRAF TEŞKİLATI"
"482465","T.C.ZİRAAT BANKASI"
"432953","GARANTİ BANKASI"
"538196","GARANTİ BANKASI"
"460925","İŞ BANKASI"
"537567","İŞ BANKASI"
"979264","TÜRK EKONOMİ BANKASI"
"979211","ŞEKERBANK"
"423091","ING BANK"
"979277","POSTA VE TELGRAF TEŞKİLATI"
"979278","POSTA VE TELGRAF TEŞKİLATI"
"979223","TÜRK EKONOMİ BANKASI"
"670586","ZİRAAT KATILIM BANKASI"
"476626","YAPI KREDİ BANKASI"
"650987","İŞ BANKASI"
"650052","T. VAKIFLAR BANKASI T.A.O."
"979213","AKTİF YATIRIM BANKASI"
"979250","VAKIF KATILIM BANKASI"
